week_ending,roi,name,dept,altitude,no2_weekly_mean,n_valid_days,log_no2
2022-06-12,trinidad,Trinidad,Beni,lowland,1.0506912360565855e-05,5.0,-11.463477197344497
2022-06-19,trinidad,Trinidad,Beni,lowland,7.373965548096154e-06,6.0,-11.817554930241327
2022-06-26,trinidad,Trinidad,Beni,lowland,9.281206361665464e-06,7.0,-11.587519023745772
2022-07-03,trinidad,Trinidad,Beni,lowland,1.831934657814173e-05,7.0,-10.907552866486379
2022-07-10,trinidad,Trinidad,Beni,lowland,1.9827030542318964e-05,7.0,-10.828464372368275
2022-07-17,trinidad,Trinidad,Beni,lowland,2.444355939842394e-05,3.0,-10.619143796031713
2022-07-24,trinidad,Trinidad,Beni,lowland,2.249780988251326e-05,7.0,-10.70209259204657
2022-07-31,trinidad,Trinidad,Beni,lowland,5.281281404722279e-05,6.0,-9.848756706408272
2022-08-07,trinidad,Trinidad,Beni,lowland,,2.0,
2022-08-14,trinidad,Trinidad,Beni,lowland,3.5803781757758736e-05,6.0,-10.237457034445091
2022-08-21,trinidad,Trinidad,Beni,lowland,2.4876933228021987e-05,5.0,-10.601569560230056
2022-08-28,trinidad,Trinidad,Beni,lowland,2.992830407604019e-05,5.0,-10.416705900717432
2022-09-04,trinidad,Trinidad,Beni,lowland,5.8159241050084004e-05,5.0,-9.75232577416934
2022-09-11,trinidad,Trinidad,Beni,lowland,4.5200328566497395e-05,3.0,-10.004406201982212
2022-09-18,trinidad,Trinidad,Beni,lowland,3.482382429494894e-05,3.0,-10.26520879924306
2022-09-25,trinidad,Trinidad,Beni,lowland,6.816465491131492e-05,5.0,-9.593584383888473
2022-10-02,trinidad,Trinidad,Beni,lowland,4.987032194644195e-05,4.0,-9.906084482713386
2022-10-09,trinidad,Trinidad,Beni,lowland,,2.0,
2022-10-16,trinidad,Trinidad,Beni,lowland,2.6012498289755643e-05,6.0,-10.556933431991544
2022-10-23,trinidad,Trinidad,Beni,lowland,8.98262562011375e-06,3.0,-11.620218333073087
2022-10-30,trinidad,Trinidad,Beni,lowland,2.1441324560858014e-05,5.0,-10.750190443779205
2022-11-06,trinidad,Trinidad,Beni,lowland,1.2431140627596556e-05,5.0,-11.29530589256511
2022-11-13,trinidad,Trinidad,Beni,lowland,1.2816374144577232e-05,6.0,-11.264786974511239
2022-11-20,trinidad,Trinidad,Beni,lowland,1.8195716690962444e-05,6.0,-10.914324338230308
2022-11-27,trinidad,Trinidad,Beni,lowland,1.4257929171695415e-05,5.0,-11.158197372899677
2022-12-04,trinidad,Trinidad,Beni,lowland,9.668587195271307e-06,5.0,-11.546628361006354
2022-12-11,trinidad,Trinidad,Beni,lowland,9.260937094028124e-06,3.0,-11.589705316367171
2022-12-18,trinidad,Trinidad,Beni,lowland,1.3491616107182033e-05,4.0,-11.213442094535964
2022-12-25,trinidad,Trinidad,Beni,lowland,7.78330402461608e-06,4.0,-11.763529628098519
2023-01-01,trinidad,Trinidad,Beni,lowland,2.3259683252700036e-06,3.0,-12.971374121643239
2023-01-08,trinidad,Trinidad,Beni,lowland,4.737789508842636e-06,3.0,-12.259939879376933
2023-01-15,trinidad,Trinidad,Beni,lowland,,2.0,
2023-01-22,trinidad,Trinidad,Beni,lowland,6.534163440560344e-06,6.0,-11.938466231238374
2023-01-29,trinidad,Trinidad,Beni,lowland,9.10736646640188e-06,3.0,-11.606426970108936
2023-02-05,trinidad,Trinidad,Beni,lowland,6.959358148236696e-06,3.0,-11.875423307951413
2023-02-12,trinidad,Trinidad,Beni,lowland,1.248219886982189e-05,3.0,-11.291207019050752
2023-02-19,trinidad,Trinidad,Beni,lowland,5.638762977652207e-06,3.0,-12.085845846714202
2023-02-26,trinidad,Trinidad,Beni,lowland,5.235714490071337e-06,5.0,-12.160007239655567
2023-03-05,trinidad,Trinidad,Beni,lowland,5.9670734208819245e-06,5.0,-12.029253965011689
2023-03-12,trinidad,Trinidad,Beni,lowland,3.823071568853955e-06,4.0,-12.474456382825187
2023-03-19,trinidad,Trinidad,Beni,lowland,1.0819272330440297e-05,3.0,-11.434181539077317
2023-03-26,trinidad,Trinidad,Beni,lowland,,2.0,
2023-04-02,trinidad,Trinidad,Beni,lowland,,2.0,
2023-04-09,trinidad,Trinidad,Beni,lowland,7.919100429413187e-06,4.0,-11.74623294073368
2023-04-16,trinidad,Trinidad,Beni,lowland,1.2879767867984019e-05,3.0,-11.259852860122525
2023-04-23,trinidad,Trinidad,Beni,lowland,8.928410350080452e-06,5.0,-11.626272191230958
2023-04-30,trinidad,Trinidad,Beni,lowland,4.289001558911679e-06,5.0,-12.359456588962196
2023-05-07,trinidad,Trinidad,Beni,lowland,,1.0,
2023-05-14,trinidad,Trinidad,Beni,lowland,1.9011939506420958e-07,4.0,-15.475613567068647
2023-05-21,trinidad,Trinidad,Beni,lowland,5.260583903890145e-06,5.0,-12.155268529031492
2023-05-28,trinidad,Trinidad,Beni,lowland,9.994932211246784e-06,5.0,-11.513432372301365
2023-06-04,trinidad,Trinidad,Beni,lowland,,2.0,
2023-06-11,trinidad,Trinidad,Beni,lowland,5.282404790229183e-06,6.0,-12.15112911123828
2023-06-18,trinidad,Trinidad,Beni,lowland,7.611979603142203e-06,4.0,-11.785787288100146
2023-06-25,trinidad,Trinidad,Beni,lowland,1.0884761788028532e-05,7.0,-11.428146747942721
2023-07-02,trinidad,Trinidad,Beni,lowland,9.247046834041744e-06,7.0,-11.591206318599319
2023-07-09,trinidad,Trinidad,Beni,lowland,2.091185414394994e-05,7.0,-10.775194375860465
2023-07-16,trinidad,Trinidad,Beni,lowland,2.0768530034682545e-05,5.0,-10.782071696067451
2023-07-23,trinidad,Trinidad,Beni,lowland,1.9554509653953425e-05,6.0,-10.842304625297295
2023-07-30,trinidad,Trinidad,Beni,lowland,2.1206442654958542e-05,6.0,-10.7612055236354
2023-08-06,trinidad,Trinidad,Beni,lowland,2.4840773138553957e-05,7.0,-10.603024176642863
2023-08-13,trinidad,Trinidad,Beni,lowland,2.2985646051486384e-05,4.0,-10.680640621575037
2023-08-20,trinidad,Trinidad,Beni,lowland,2.640348872044737e-05,6.0,-10.542014408041053
2023-08-27,trinidad,Trinidad,Beni,lowland,3.3680890283241947e-05,5.0,-10.298579935351565
2023-09-03,trinidad,Trinidad,Beni,lowland,4.534564080210986e-05,4.0,-10.00119650946077
2023-09-10,trinidad,Trinidad,Beni,lowland,3.6593746046194433e-05,6.0,-10.215633205212214
2023-09-17,trinidad,Trinidad,Beni,lowland,5.0013147616757905e-05,6.0,-9.903224634766875
2023-09-24,trinidad,Trinidad,Beni,lowland,4.1464280005327926e-05,5.0,-10.090678224125332
2023-10-01,trinidad,Trinidad,Beni,lowland,7.17271421051927e-05,5.0,-9.542641331012067
2023-10-08,trinidad,Trinidad,Beni,lowland,4.1705214020473986e-05,4.0,-10.084884400513719
2023-10-15,trinidad,Trinidad,Beni,lowland,3.7459904835548523e-05,4.0,-10.192239401380055
2023-10-22,trinidad,Trinidad,Beni,lowland,4.562659139626491e-05,6.0,-9.995019866751774
2023-10-29,trinidad,Trinidad,Beni,lowland,4.158643549727225e-05,4.0,-10.087736513646474
2023-11-05,trinidad,Trinidad,Beni,lowland,,2.0,
2023-11-12,trinidad,Trinidad,Beni,lowland,2.6649285163853497e-05,5.0,-10.53274823083211
2023-11-19,trinidad,Trinidad,Beni,lowland,2.507086323647199e-05,4.0,-10.593804213340526
2023-11-26,trinidad,Trinidad,Beni,lowland,5.240505871399571e-06,4.0,-12.159092523947614
2023-12-03,trinidad,Trinidad,Beni,lowland,9.837553168346138e-06,4.0,-11.529303539575013
2023-12-10,trinidad,Trinidad,Beni,lowland,6.8095393392557415e-06,4.0,-11.897186084840387
2023-12-17,trinidad,Trinidad,Beni,lowland,1.3467255805760245e-05,3.0,-11.2152493146697
2023-12-24,trinidad,Trinidad,Beni,lowland,6.584655199252854e-06,3.0,-11.930768585680891
2023-12-31,trinidad,Trinidad,Beni,lowland,9.94474945337935e-06,3.0,-11.518465839200495
2024-01-07,trinidad,Trinidad,Beni,lowland,,2.0,
2024-01-14,trinidad,Trinidad,Beni,lowland,4.807747372572424e-06,4.0,-12.245281905253982
2024-01-21,trinidad,Trinidad,Beni,lowland,6.867728767066494e-06,5.0,-11.888677107982256
2024-01-28,trinidad,Trinidad,Beni,lowland,,2.0,
2024-02-04,trinidad,Trinidad,Beni,lowland,8.714115369791997e-06,5.0,-11.650566390766123
2024-02-11,trinidad,Trinidad,Beni,lowland,5.104568828732623e-06,3.0,-12.18537457049591
2024-02-18,trinidad,Trinidad,Beni,lowland,1.0331269264684639e-05,4.0,-11.480335410678547
2024-02-25,trinidad,Trinidad,Beni,lowland,,1.0,
2024-03-03,trinidad,Trinidad,Beni,lowland,8.688611385209615e-06,5.0,-11.653497426022849
2024-03-10,trinidad,Trinidad,Beni,lowland,,2.0,
2024-03-17,trinidad,Trinidad,Beni,lowland,,2.0,
2024-03-24,trinidad,Trinidad,Beni,lowland,6.133914618749685e-06,4.0,-12.001677411712146
2024-03-31,trinidad,Trinidad,Beni,lowland,6.0091804549124896e-06,4.0,-12.02222218229081
2024-04-07,trinidad,Trinidad,Beni,lowland,8.641098489439295e-06,5.0,-11.658980843248512
2024-04-14,trinidad,Trinidad,Beni,lowland,6.737088130358121e-06,3.0,-11.90788275452788
2024-04-21,trinidad,Trinidad,Beni,lowland,6.488151901544421e-06,5.0,-11.945532828733432
2024-04-28,trinidad,Trinidad,Beni,lowland,1.0815595164293031e-05,6.0,-11.434521468700973
2024-05-05,trinidad,Trinidad,Beni,lowland,7.265769606137742e-06,6.0,-11.8323363331544
2024-05-12,trinidad,Trinidad,Beni,lowland,5.515646267967355e-06,6.0,-12.107921728449329
2024-05-19,trinidad,Trinidad,Beni,lowland,,0.0,
2024-05-26,trinidad,Trinidad,Beni,lowland,6.388846893569671e-06,4.0,-11.960956760699192
2024-06-02,trinidad,Trinidad,Beni,lowland,9.186260346157721e-06,4.0,-11.597801630838326
2024-06-09,trinidad,Trinidad,Beni,lowland,1.3338973966755183e-05,7.0,-11.224820434471177
2024-06-16,trinidad,Trinidad,Beni,lowland,5.5266577941097585e-06,4.0,-12.10592730233489
2024-06-23,trinidad,Trinidad,Beni,lowland,8.761369020735344e-06,4.0,-11.645158384320702
2024-06-30,trinidad,Trinidad,Beni,lowland,1.204133650786018e-05,4.0,-11.327165118608042
2024-07-07,trinidad,Trinidad,Beni,lowland,1.3951185401939148e-05,5.0,-11.179946078257673
2024-07-14,trinidad,Trinidad,Beni,lowland,2.319843229284663e-05,4.0,-10.671425855159404
2024-07-21,trinidad,Trinidad,Beni,lowland,3.146519183815938e-05,7.0,-10.36662864412936
2024-07-28,trinidad,Trinidad,Beni,lowland,3.1372635586936e-05,6.0,-10.369574523130948
2024-08-04,trinidad,Trinidad,Beni,lowland,3.6412459389777564e-05,6.0,-10.220599550961799
2024-08-11,trinidad,Trinidad,Beni,lowland,,2.0,
2024-08-18,trinidad,Trinidad,Beni,lowland,3.871734664657589e-05,7.0,-10.15922282459363
2024-08-25,trinidad,Trinidad,Beni,lowland,3.176455252508135e-05,3.0,-10.35715959038793
2024-09-01,trinidad,Trinidad,Beni,lowland,5.1625789171197406e-05,4.0,-9.871489220190766
2024-09-08,trinidad,Trinidad,Beni,lowland,,2.0,
2024-09-15,trinidad,Trinidad,Beni,lowland,,0.0,
2024-09-22,trinidad,Trinidad,Beni,lowland,,0.0,
2024-09-29,trinidad,Trinidad,Beni,lowland,,0.0,
2024-10-06,trinidad,Trinidad,Beni,lowland,,1.0,
2024-10-13,trinidad,Trinidad,Beni,lowland,3.195382361537648e-05,4.0,-10.351218709328549
2024-10-20,trinidad,Trinidad,Beni,lowland,,2.0,
2024-10-27,trinidad,Trinidad,Beni,lowland,3.973045405081133e-05,4.0,-10.133392559791005
2024-11-03,trinidad,Trinidad,Beni,lowland,,2.0,
2024-11-10,trinidad,Trinidad,Beni,lowland,1.4097577330693886e-05,5.0,-11.169507595861152
2024-11-17,trinidad,Trinidad,Beni,lowland,6.329726560789429e-06,4.0,-11.970253520088862
2024-11-24,trinidad,Trinidad,Beni,lowland,6.025880066704001e-06,3.0,-12.019447020092127
2024-12-01,trinidad,Trinidad,Beni,lowland,9.5042077911559e-06,6.0,-11.56377593203544
2024-12-08,trinidad,Trinidad,Beni,lowland,,1.0,
2024-12-15,trinidad,Trinidad,Beni,lowland,9.011643218244683e-06,3.0,-11.61699312580905
2024-12-22,trinidad,Trinidad,Beni,lowland,3.943280806950591e-06,4.0,-12.443497489030738
2024-12-29,trinidad,Trinidad,Beni,lowland,8.13042381202294e-06,5.0,-11.719897506363129
2025-01-05,trinidad,Trinidad,Beni,lowland,7.20599237279768e-06,4.0,-11.840597604090545
2025-01-12,trinidad,Trinidad,Beni,lowland,,1.0,
2025-01-19,trinidad,Trinidad,Beni,lowland,4.606147562059907e-06,5.0,-12.288118720157565
2025-01-26,trinidad,Trinidad,Beni,lowland,9.865022829915268e-06,4.0,-11.526515104258692
2025-02-02,trinidad,Trinidad,Beni,lowland,5.605034074590388e-06,4.0,-12.091845422138311
2025-02-09,trinidad,Trinidad,Beni,lowland,,1.0,
2025-02-16,trinidad,Trinidad,Beni,lowland,8.464622914169265e-06,4.0,-11.67961508983693
2025-02-23,trinidad,Trinidad,Beni,lowland,,2.0,
2025-03-02,trinidad,Trinidad,Beni,lowland,9.513760360078567e-06,4.0,-11.56277134840694
2025-03-09,trinidad,Trinidad,Beni,lowland,,0.0,
2025-03-16,trinidad,Trinidad,Beni,lowland,1.0672480987912831e-05,3.0,-11.447841999724846
2025-03-23,trinidad,Trinidad,Beni,lowland,7.66591870888312e-06,6.0,-11.77872619517339
2025-03-30,trinidad,Trinidad,Beni,lowland,,2.0,
2025-04-06,trinidad,Trinidad,Beni,lowland,6.665476401854327e-06,5.0,-11.918569128740357
2025-04-13,trinidad,Trinidad,Beni,lowland,1.1631782487259285e-07,5.0,-15.966939522849513
2025-04-20,trinidad,Trinidad,Beni,lowland,9.057874575058563e-06,3.0,-11.611876059795346
2025-04-27,trinidad,Trinidad,Beni,lowland,5.943642914485333e-06,5.0,-12.033188327305385
2025-05-04,trinidad,Trinidad,Beni,lowland,9.509602878213377e-06,3.0,-11.563208440616064
2025-05-11,trinidad,Trinidad,Beni,lowland,8.365562615060902e-06,6.0,-11.69138696756117
2025-05-18,trinidad,Trinidad,Beni,lowland,6.915115159537217e-06,6.0,-11.881800939401664
2025-05-25,trinidad,Trinidad,Beni,lowland,5.49106862849291e-06,3.0,-12.11238767138598
2025-06-01,trinidad,Trinidad,Beni,lowland,7.868308242999181e-06,4.0,-11.752667481412887
2025-06-08,trinidad,Trinidad,Beni,lowland,1.3018621438643315e-05,7.0,-11.249129807078097
2025-06-15,trinidad,Trinidad,Beni,lowland,8.302871949105783e-06,4.0,-11.69890908504758
2025-06-22,trinidad,Trinidad,Beni,lowland,4.541590598504672e-06,5.0,-12.302233255176441
2025-06-29,trinidad,Trinidad,Beni,lowland,8.413718930080313e-06,5.0,-11.68564697838358
2025-07-06,trinidad,Trinidad,Beni,lowland,1.4002181283781707e-05,6.0,-11.1762974345011
2025-07-13,trinidad,Trinidad,Beni,lowland,1.4659530903964842e-05,7.0,-11.130419860383018
2025-07-20,trinidad,Trinidad,Beni,lowland,1.502038350787264e-05,7.0,-11.106102378806938
2025-07-27,trinidad,Trinidad,Beni,lowland,1.6670566508846728e-05,6.0,-11.00186587804495
2025-08-03,trinidad,Trinidad,Beni,lowland,1.4887083948770187e-05,4.0,-11.115016570019613
2025-08-10,trinidad,Trinidad,Beni,lowland,2.459628351879338e-05,7.0,-10.61291520291097
2025-08-17,trinidad,Trinidad,Beni,lowland,3.0406618797110113e-05,7.0,-10.400850249661291
2025-08-24,trinidad,Trinidad,Beni,lowland,,2.0,
2025-08-31,trinidad,Trinidad,Beni,lowland,3.108959860982501e-05,7.0,-10.378637244564763
2025-09-07,trinidad,Trinidad,Beni,lowland,1.6739723062735327e-05,6.0,-10.997726036484513
2025-09-14,trinidad,Trinidad,Beni,lowland,4.25691510721214e-05,7.0,-10.064380720251142
2025-09-21,trinidad,Trinidad,Beni,lowland,3.0145307946578712e-05,7.0,-10.409481270564095
2025-09-28,trinidad,Trinidad,Beni,lowland,4.6983724084578525e-05,3.0,-9.965709312301344
2025-10-05,trinidad,Trinidad,Beni,lowland,2.5573458302395306e-05,4.0,-10.573955529374851
2025-10-12,trinidad,Trinidad,Beni,lowland,2.5923122211078377e-05,5.0,-10.560375238060082
2025-10-19,trinidad,Trinidad,Beni,lowland,2.3982449775509936e-05,5.0,-10.638188254470618
2025-10-26,trinidad,Trinidad,Beni,lowland,,2.0,
2025-11-02,trinidad,Trinidad,Beni,lowland,,0.0,
2025-11-09,trinidad,Trinidad,Beni,lowland,9.809210531148935e-06,4.0,-11.532188763553098
2025-11-16,trinidad,Trinidad,Beni,lowland,5.496581353435891e-06,4.0,-12.11138423108444
2025-11-23,trinidad,Trinidad,Beni,lowland,7.550983064278393e-06,4.0,-11.79383279599037
2025-11-30,trinidad,Trinidad,Beni,lowland,-2.0489495690390505e-06,3.0,
2025-12-07,trinidad,Trinidad,Beni,lowland,,2.0,
2025-12-14,trinidad,Trinidad,Beni,lowland,5.500543062937516e-06,4.0,-12.110663731884284
2025-12-21,trinidad,Trinidad,Beni,lowland,2.0597312961284136e-06,3.0,-13.092935022443276
2025-12-28,trinidad,Trinidad,Beni,lowland,,2.0,
2026-01-04,trinidad,Trinidad,Beni,lowland,6.959950546328646e-06,4.0,-11.875338189055741
2026-01-11,trinidad,Trinidad,Beni,lowland,6.791322591462309e-06,4.0,-11.899864850168571
2026-01-18,trinidad,Trinidad,Beni,lowland,,2.0,
2026-01-25,trinidad,Trinidad,Beni,lowland,1.0650188764133383e-05,4.0,-11.449932941634142
2026-02-01,trinidad,Trinidad,Beni,lowland,,2.0,
2026-02-08,trinidad,Trinidad,Beni,lowland,9.623467226159154e-06,4.0,-11.551305939702148
2026-02-15,trinidad,Trinidad,Beni,lowland,7.924511927944813e-06,3.0,-11.745549826476653
2026-02-22,trinidad,Trinidad,Beni,lowland,9.996652371578565e-06,4.0,-11.51326028385796
2026-03-01,trinidad,Trinidad,Beni,lowland,6.66014498745757e-06,3.0,-11.919369303760412
2026-03-08,trinidad,Trinidad,Beni,lowland,1.0333468077984176e-05,4.0,-11.480122602427334
2026-03-15,trinidad,Trinidad,Beni,lowland,,2.0,
2026-03-22,trinidad,Trinidad,Beni,lowland,,1.0,
2026-03-29,trinidad,Trinidad,Beni,lowland,,2.0,
2026-04-05,trinidad,Trinidad,Beni,lowland,6.208629358258249e-06,6.0,-11.989570401636405
2026-04-12,trinidad,Trinidad,Beni,lowland,6.499586893557364e-06,3.0,-11.943771937919706
2026-04-19,trinidad,Trinidad,Beni,lowland,,2.0,
2026-04-26,trinidad,Trinidad,Beni,lowland,-6.933959954742838e-07,4.0,
2026-05-03,trinidad,Trinidad,Beni,lowland,9.518514694937765e-06,4.0,-11.562271740772609
2026-05-10,trinidad,Trinidad,Beni,lowland,8.405349348303146e-06,3.0,-11.686642227624441
2018-07-01,yacuiba,Yacuiba,Tarija,lowland,,0.0,
2018-07-08,yacuiba,Yacuiba,Tarija,lowland,,0.0,
2018-07-15,yacuiba,Yacuiba,Tarija,lowland,1.0756159711795401e-05,3.0,-11.440031971044299
2018-07-22,yacuiba,Yacuiba,Tarija,lowland,,2.0,
2018-07-29,yacuiba,Yacuiba,Tarija,lowland,8.530694879659689e-06,3.0,-11.671839736747003
2018-08-05,yacuiba,Yacuiba,Tarija,lowland,,1.0,
2018-08-12,yacuiba,Yacuiba,Tarija,lowland,1.3504212918369667e-05,6.0,-11.212508853175606
2018-08-19,yacuiba,Yacuiba,Tarija,lowland,2.1071132992356675e-05,5.0,-10.767606558819477
2018-08-26,yacuiba,Yacuiba,Tarija,lowland,1.277678290776083e-05,5.0,-11.267880869361074
2018-09-02,yacuiba,Yacuiba,Tarija,lowland,2.2934765022823056e-05,6.0,-10.68285667532088
2018-09-09,yacuiba,Yacuiba,Tarija,lowland,1.7796646517654334e-05,7.0,-10.936500516299933
2018-09-16,yacuiba,Yacuiba,Tarija,lowland,2.1283194433099743e-05,4.0,-10.757592790419466
2018-09-23,yacuiba,Yacuiba,Tarija,lowland,2.423540842308244e-05,6.0,-10.627695836195675
2018-09-30,yacuiba,Yacuiba,Tarija,lowland,2.1475351507509372e-05,4.0,-10.748604722008617
2018-10-07,yacuiba,Yacuiba,Tarija,lowland,1.5172530102314393e-05,4.0,-11.096023995233466
2018-10-14,yacuiba,Yacuiba,Tarija,lowland,,2.0,
2018-10-21,yacuiba,Yacuiba,Tarija,lowland,1.1196941082884849e-05,3.0,-11.399869934566196
2018-10-28,yacuiba,Yacuiba,Tarija,lowland,,1.0,
2018-11-04,yacuiba,Yacuiba,Tarija,lowland,,1.0,
2018-11-11,yacuiba,Yacuiba,Tarija,lowland,1.6025061545561636e-05,3.0,-11.041356714568245
2018-11-18,yacuiba,Yacuiba,Tarija,lowland,,2.0,
2018-11-25,yacuiba,Yacuiba,Tarija,lowland,,1.0,
2018-12-02,yacuiba,Yacuiba,Tarija,lowland,,0.0,
2018-12-09,yacuiba,Yacuiba,Tarija,lowland,,1.0,
2018-12-16,yacuiba,Yacuiba,Tarija,lowland,7.53325111090675e-06,3.0,-11.796183854895112
2018-12-23,yacuiba,Yacuiba,Tarija,lowland,,1.0,
2018-12-30,yacuiba,Yacuiba,Tarija,lowland,7.94350171797824e-06,3.0,-11.743156357511635
2019-01-06,yacuiba,Yacuiba,Tarija,lowland,1.9882288718017844e-05,3.0,-10.825681236701554
2019-01-13,yacuiba,Yacuiba,Tarija,lowland,,0.0,
2019-01-20,yacuiba,Yacuiba,Tarija,lowland,,0.0,
2019-01-27,yacuiba,Yacuiba,Tarija,lowland,1.661241079557466e-05,6.0,-11.005360503656428
2019-02-03,yacuiba,Yacuiba,Tarija,lowland,2.2318546975227466e-05,3.0,-10.710092522246429
2019-02-10,yacuiba,Yacuiba,Tarija,lowland,9.515899643589518e-06,4.0,-11.562546511650051
2019-02-17,yacuiba,Yacuiba,Tarija,lowland,4.155554990708071e-06,4.0,-12.391064566805882
2019-02-24,yacuiba,Yacuiba,Tarija,lowland,6.386134863607718e-06,6.0,-11.961381345258957
2019-03-03,yacuiba,Yacuiba,Tarija,lowland,,2.0,
2019-03-10,yacuiba,Yacuiba,Tarija,lowland,,1.0,
2019-03-17,yacuiba,Yacuiba,Tarija,lowland,,0.0,
2019-03-24,yacuiba,Yacuiba,Tarija,lowland,,0.0,
2019-03-31,yacuiba,Yacuiba,Tarija,lowland,6.075303773459826e-06,3.0,-12.011278566126114
2019-04-07,yacuiba,Yacuiba,Tarija,lowland,,2.0,
2019-04-14,yacuiba,Yacuiba,Tarija,lowland,4.892140226362483e-06,3.0,-12.227880676126109
2019-04-21,yacuiba,Yacuiba,Tarija,lowland,,0.0,
2019-04-28,yacuiba,Yacuiba,Tarija,lowland,,1.0,
2019-05-05,yacuiba,Yacuiba,Tarija,lowland,,0.0,
2019-05-12,yacuiba,Yacuiba,Tarija,lowland,,2.0,
2019-05-19,yacuiba,Yacuiba,Tarija,lowland,3.4347333396877063e-06,5.0,-12.581571265670835
2019-05-26,yacuiba,Yacuiba,Tarija,lowland,1.0007935808103698e-05,3.0,-11.512132198878618
2019-06-02,yacuiba,Yacuiba,Tarija,lowland,,1.0,
2019-06-09,yacuiba,Yacuiba,Tarija,lowland,1.3055940492677411e-05,5.0,-11.246267317605437
2019-06-16,yacuiba,Yacuiba,Tarija,lowland,,2.0,
2019-06-23,yacuiba,Yacuiba,Tarija,lowland,2.728790932858003e-06,4.0,-12.811651928605484
2019-06-30,yacuiba,Yacuiba,Tarija,lowland,1.064704283799502e-05,4.0,-11.450228372159573
2019-07-07,yacuiba,Yacuiba,Tarija,lowland,,2.0,
2019-07-14,yacuiba,Yacuiba,Tarija,lowland,8.366638733723831e-06,4.0,-11.691258339098964
2019-07-21,yacuiba,Yacuiba,Tarija,lowland,1.0173595578863986e-05,5.0,-11.495714862809443
2019-07-28,yacuiba,Yacuiba,Tarija,lowland,1.1702081582306532e-05,3.0,-11.355743818967555
2019-08-04,yacuiba,Yacuiba,Tarija,lowland,8.626138939229882e-06,5.0,-11.660713552839603
2019-08-11,yacuiba,Yacuiba,Tarija,lowland,1.3940616741707564e-05,5.0,-11.180703911020359
2019-08-18,yacuiba,Yacuiba,Tarija,lowland,1.3726597873557301e-05,6.0,-11.196175156685126
2019-08-25,yacuiba,Yacuiba,Tarija,lowland,1.616541519565589e-05,5.0,-11.032636462263286
2019-09-01,yacuiba,Yacuiba,Tarija,lowland,1.88777853908178e-05,6.0,-10.87752470334217
2019-09-08,yacuiba,Yacuiba,Tarija,lowland,1.8156217000004974e-05,4.0,-10.916497521469406
2019-09-15,yacuiba,Yacuiba,Tarija,lowland,2.5575618761501273e-05,4.0,-10.57387105242116
2019-09-22,yacuiba,Yacuiba,Tarija,lowland,1.456047969167106e-05,5.0,-11.137199569881908
2019-09-29,yacuiba,Yacuiba,Tarija,lowland,1.9790453050774093e-05,6.0,-10.830310905697534
2019-10-06,yacuiba,Yacuiba,Tarija,lowland,2.454353180902565e-05,3.0,-10.615062208538877
2019-10-13,yacuiba,Yacuiba,Tarija,lowland,1.7127455431827315e-05,6.0,-10.9748278012139
2019-10-20,yacuiba,Yacuiba,Tarija,lowland,,0.0,
2019-10-27,yacuiba,Yacuiba,Tarija,lowland,1.1484690823328416e-05,7.0,-11.374495642226623
2019-11-03,yacuiba,Yacuiba,Tarija,lowland,2.0554303149160905e-05,6.0,-10.792440239957006
2019-11-10,yacuiba,Yacuiba,Tarija,lowland,7.476647082184544e-06,3.0,-11.803726117517268
2019-11-17,yacuiba,Yacuiba,Tarija,lowland,1.2015078374123168e-05,7.0,-11.329348165773965
2019-11-24,yacuiba,Yacuiba,Tarija,lowland,8.322347813843649e-06,7.0,-11.69656615377513
2019-12-01,yacuiba,Yacuiba,Tarija,lowland,7.423273896738006e-06,3.0,-11.81089037212107
2019-12-08,yacuiba,Yacuiba,Tarija,lowland,,1.0,
2019-12-15,yacuiba,Yacuiba,Tarija,lowland,5.251552771228325e-06,4.0,-12.156986759142615
2019-12-22,yacuiba,Yacuiba,Tarija,lowland,7.194388495718891e-06,3.0,-11.84220921140792
2019-12-29,yacuiba,Yacuiba,Tarija,lowland,6.063247997650046e-06,3.0,-12.013264928255811
2020-01-05,yacuiba,Yacuiba,Tarija,lowland,3.3773835447566876e-06,5.0,-12.598409247423243
2020-01-12,yacuiba,Yacuiba,Tarija,lowland,5.625970487178116e-06,5.0,-12.088117093701674
2020-01-19,yacuiba,Yacuiba,Tarija,lowland,2.0487990754537082e-05,3.0,-10.795671660329496
2020-01-26,yacuiba,Yacuiba,Tarija,lowland,6.535838237270136e-06,5.0,-11.938209950212519
2020-02-02,yacuiba,Yacuiba,Tarija,lowland,,1.0,
2020-02-09,yacuiba,Yacuiba,Tarija,lowland,1.3626053260041329e-05,3.0,-11.203526916913455
2020-02-16,yacuiba,Yacuiba,Tarija,lowland,,2.0,
2020-02-23,yacuiba,Yacuiba,Tarija,lowland,,1.0,
2020-03-01,yacuiba,Yacuiba,Tarija,lowland,4.518671311597744e-06,5.0,-12.30729256494526
2020-03-08,yacuiba,Yacuiba,Tarija,lowland,8.046681200939456e-06,7.0,-11.730250824716975
2020-03-15,yacuiba,Yacuiba,Tarija,lowland,1.006692319787602e-05,5.0,-11.506255439343535
2020-03-22,yacuiba,Yacuiba,Tarija,lowland,2.166462105082593e-06,4.0,-13.042415087226788
2020-03-29,yacuiba,Yacuiba,Tarija,lowland,1.4381589264968199e-05,3.0,-11.14956169265659
