roi,name,dept,altitude,date,no2_mol_m2,n_valid_pixels
cobija,Cobija,Pando,lowland,2019-01-01,,0
cobija,Cobija,Pando,lowland,2019-01-01,,0
cobija,Cobija,Pando,lowland,2019-01-01,,0
cobija,Cobija,Pando,lowland,2019-01-01,,0
cobija,Cobija,Pando,lowland,2019-01-01,,0
cobija,Cobija,Pando,lowland,2019-01-01,,0
cobija,Cobija,Pando,lowland,2019-01-01,,0
cobija,Cobija,Pando,lowland,2019-01-01,,0
cobija,Cobija,Pando,lowland,2019-01-01,,0
cobija,Cobija,Pando,lowland,2019-01-01,,0
cobija,Cobija,Pando,lowland,2019-01-01,,0
cobija,Cobija,Pando,lowland,2019-01-01,,0
cobija,Cobija,Pando,lowland,2019-01-01,,0
cobija,Cobija,Pando,lowland,2019-01-01,,0
cobija,Cobija,Pando,lowland,2019-01-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2019-01-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2019-01-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2019-01-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2019-01-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2019-01-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2019-01-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2019-01-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2019-01-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2019-01-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2019-01-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2019-01-01,1.0243711181481154e-05,209
cochabamba,Cochabamba,Cochabamba,highland,2019-01-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2019-01-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2019-01-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2019-01-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2019-01-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2019-01-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2019-01-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2019-01-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2019-01-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2019-01-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2019-01-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2019-01-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2019-01-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2019-01-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2019-01-01,4.006316606069492e-06,442
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2019-01-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2019-01-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2019-01-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2019-01-01,,0
montero,Montero,Santa Cruz,lowland,2019-01-01,,0
montero,Montero,Santa Cruz,lowland,2019-01-01,,0
montero,Montero,Santa Cruz,lowland,2019-01-01,,0
montero,Montero,Santa Cruz,lowland,2019-01-01,,0
montero,Montero,Santa Cruz,lowland,2019-01-01,,0
montero,Montero,Santa Cruz,lowland,2019-01-01,,0
montero,Montero,Santa Cruz,lowland,2019-01-01,,0
montero,Montero,Santa Cruz,lowland,2019-01-01,,0
montero,Montero,Santa Cruz,lowland,2019-01-01,,0
montero,Montero,Santa Cruz,lowland,2019-01-01,,0
montero,Montero,Santa Cruz,lowland,2019-01-01,,0
montero,Montero,Santa Cruz,lowland,2019-01-01,,0
montero,Montero,Santa Cruz,lowland,2019-01-01,,0
montero,Montero,Santa Cruz,lowland,2019-01-01,,0
montero,Montero,Santa Cruz,lowland,2019-01-01,,0
oruro,Oruro,Oruro,highland,2019-01-01,,0
oruro,Oruro,Oruro,highland,2019-01-01,,0
oruro,Oruro,Oruro,highland,2019-01-01,,0
oruro,Oruro,Oruro,highland,2019-01-01,,0
oruro,Oruro,Oruro,highland,2019-01-01,,0
oruro,Oruro,Oruro,highland,2019-01-01,,0
oruro,Oruro,Oruro,highland,2019-01-01,,0
oruro,Oruro,Oruro,highland,2019-01-01,,0
oruro,Oruro,Oruro,highland,2019-01-01,,0
oruro,Oruro,Oruro,highland,2019-01-01,,0
oruro,Oruro,Oruro,highland,2019-01-01,,0
oruro,Oruro,Oruro,highland,2019-01-01,,0
oruro,Oruro,Oruro,highland,2019-01-01,,0
oruro,Oruro,Oruro,highland,2019-01-01,,0
oruro,Oruro,Oruro,highland,2019-01-01,,0
potosi,Potosí,Potosí,highland,2019-01-01,,0
potosi,Potosí,Potosí,highland,2019-01-01,,0
potosi,Potosí,Potosí,highland,2019-01-01,,0
potosi,Potosí,Potosí,highland,2019-01-01,,0
potosi,Potosí,Potosí,highland,2019-01-01,,0
potosi,Potosí,Potosí,highland,2019-01-01,,0
potosi,Potosí,Potosí,highland,2019-01-01,,0
potosi,Potosí,Potosí,highland,2019-01-01,,0
potosi,Potosí,Potosí,highland,2019-01-01,,0
potosi,Potosí,Potosí,highland,2019-01-01,,0
potosi,Potosí,Potosí,highland,2019-01-01,,0
potosi,Potosí,Potosí,highland,2019-01-01,,0
potosi,Potosí,Potosí,highland,2019-01-01,,0
