roi,name,dept,altitude,date,no2_mol_m2,n_valid_pixels
cobija,Cobija,Pando,lowland,2023-01-01,,0
cobija,Cobija,Pando,lowland,2023-01-01,,0
cobija,Cobija,Pando,lowland,2023-01-01,,0
cobija,Cobija,Pando,lowland,2023-01-01,,0
cobija,Cobija,Pando,lowland,2023-01-01,,0
cobija,Cobija,Pando,lowland,2023-01-01,,0
cobija,Cobija,Pando,lowland,2023-01-01,,0
cobija,Cobija,Pando,lowland,2023-01-01,,0
cobija,Cobija,Pando,lowland,2023-01-01,,0
cobija,Cobija,Pando,lowland,2023-01-01,,0
cobija,Cobija,Pando,lowland,2023-01-01,,0
cobija,Cobija,Pando,lowland,2023-01-01,,0
cobija,Cobija,Pando,lowland,2023-01-01,,0
cobija,Cobija,Pando,lowland,2023-01-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2023-01-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2023-01-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2023-01-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2023-01-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2023-01-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2023-01-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2023-01-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2023-01-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2023-01-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2023-01-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2023-01-01,2.3313938705721225e-05,392
cochabamba,Cochabamba,Cochabamba,highland,2023-01-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2023-01-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2023-01-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2023-01-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2023-01-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2023-01-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2023-01-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2023-01-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2023-01-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2023-01-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2023-01-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2023-01-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2023-01-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2023-01-01,6.963564806417797e-06,491
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2023-01-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2023-01-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2023-01-01,,0
montero,Montero,Santa Cruz,lowland,2023-01-01,,0
montero,Montero,Santa Cruz,lowland,2023-01-01,,0
montero,Montero,Santa Cruz,lowland,2023-01-01,,0
montero,Montero,Santa Cruz,lowland,2023-01-01,,0
montero,Montero,Santa Cruz,lowland,2023-01-01,,0
montero,Montero,Santa Cruz,lowland,2023-01-01,,0
montero,Montero,Santa Cruz,lowland,2023-01-01,,0
montero,Montero,Santa Cruz,lowland,2023-01-01,,0
montero,Montero,Santa Cruz,lowland,2023-01-01,,0
montero,Montero,Santa Cruz,lowland,2023-01-01,,0
montero,Montero,Santa Cruz,lowland,2023-01-01,2.5880165725468037e-05,59
montero,Montero,Santa Cruz,lowland,2023-01-01,,0
montero,Montero,Santa Cruz,lowland,2023-01-01,,0
montero,Montero,Santa Cruz,lowland,2023-01-01,,0
oruro,Oruro,Oruro,highland,2023-01-01,,0
oruro,Oruro,Oruro,highland,2023-01-01,,0
oruro,Oruro,Oruro,highland,2023-01-01,,0
oruro,Oruro,Oruro,highland,2023-01-01,,0
oruro,Oruro,Oruro,highland,2023-01-01,,0
oruro,Oruro,Oruro,highland,2023-01-01,,0
oruro,Oruro,Oruro,highland,2023-01-01,,0
oruro,Oruro,Oruro,highland,2023-01-01,,0
oruro,Oruro,Oruro,highland,2023-01-01,,0
oruro,Oruro,Oruro,highland,2023-01-01,,0
oruro,Oruro,Oruro,highland,2023-01-01,9.81318523966836e-06,67
oruro,Oruro,Oruro,highland,2023-01-01,,0
oruro,Oruro,Oruro,highland,2023-01-01,,0
oruro,Oruro,Oruro,highland,2023-01-01,,0
potosi,Potosí,Potosí,highland,2023-01-01,,0
potosi,Potosí,Potosí,highland,2023-01-01,,0
potosi,Potosí,Potosí,highland,2023-01-01,,0
potosi,Potosí,Potosí,highland,2023-01-01,,0
potosi,Potosí,Potosí,highland,2023-01-01,,0
potosi,Potosí,Potosí,highland,2023-01-01,,0
potosi,Potosí,Potosí,highland,2023-01-01,,0
potosi,Potosí,Potosí,highland,2023-01-01,,0
potosi,Potosí,Potosí,highland,2023-01-01,,0
potosi,Potosí,Potosí,highland,2023-01-01,,0
potosi,Potosí,Potosí,highland,2023-01-01,,0
potosi,Potosí,Potosí,highland,2023-01-01,,0
potosi,Potosí,Potosí,highland,2023-01-01,,0
potosi,Potosí,Potosí,highland,2023-01-01,,0
santa_cruz,Santa Cruz,Santa Cruz,lowland,2023-01-01,,0
santa_cruz,Santa Cruz,Santa Cruz,lowland,2023-01-01,,0
santa_cruz,Santa Cruz,Santa Cruz,lowland,2023-01-01,,0
santa_cruz,Santa Cruz,Santa Cruz,lowland,2023-01-01,,0
santa_cruz,Santa Cruz,Santa Cruz,lowland,2023-01-01,,0
santa_cruz,Santa Cruz,Santa Cruz,lowland,2023-01-01,,0
santa_cruz,Santa Cruz,Santa Cruz,lowland,2023-01-01,,0
santa_cruz,Santa Cruz,Santa Cruz,lowland,2023-01-01,,0
santa_cruz,Santa Cruz,Santa Cruz,lowland,2023-01-01,,0
santa_cruz,Santa Cruz,Santa Cruz,lowland,2023-01-01,,0
santa_cruz,Santa Cruz,Santa Cruz,lowland,2023-01-01,1.557228147103765e-05,1015
santa_cruz,Santa Cruz,Santa Cruz,lowland,2023-01-01,,0
santa_cruz,Santa Cruz,Santa Cruz,lowland,2023-01-01,,0
santa_cruz,Santa Cruz,Santa Cruz,lowland,2023-01-01,,0
sucre,Sucre,Chuquisaca,highland,2023-01-01,,0
sucre,Sucre,Chuquisaca,highland,2023-01-01,,0
sucre,Sucre,Chuquisaca,highland,2023-01-01,,0
sucre,Sucre,Chuquisaca,highland,2023-01-01,,0
sucre,Sucre,Chuquisaca,highland,2023-01-01,,0
sucre,Sucre,Chuquisaca,highland,2023-01-01,,0
sucre,Sucre,Chuquisaca,highland,2023-01-01,,0
sucre,Sucre,Chuquisaca,highland,2023-01-01,,0
sucre,Sucre,Chuquisaca,highland,2023-01-01,,0
sucre,Sucre,Chuquisaca,highland,2023-01-01,,0
sucre,Sucre,Chuquisaca,highland,2023-01-01,4.734559750898469e-06,71
sucre,Sucre,Chuquisaca,highland,2023-01-01,,0
sucre,Sucre,Chuquisaca,highland,2023-01-01,,0
sucre,Sucre,Chuquisaca,highland,2023-01-01,,0
tarija,Tarija,Tarija,lowland,2023-01-01,,0
tarija,Tarija,Tarija,lowland,2023-01-01,,0
tarija,Tarija,Tarija,lowland,2023-01-01,,0
tarija,Tarija,Tarija,lowland,2023-01-01,,0
tarija,Tarija,Tarija,lowland,2023-01-01,,0
tarija,Tarija,Tarija,lowland,2023-01-01,,0
tarija,Tarija,Tarija,lowland,2023-01-01,,0
tarija,Tarija,Tarija,lowland,2023-01-01,,0
tarija,Tarija,Tarija,lowland,2023-01-01,,0
tarija,Tarija,Tarija,lowland,2023-01-01,,0
tarija,Tarija,Tarija,lowland,2023-01-01,2.0855511898141496e-05,195
tarija,Tarija,Tarija,lowland,2023-01-01,,0
tarija,Tarija,Tarija,lowland,2023-01-01,,0
tarija,Tarija,Tarija,lowland,2023-01-01,,0
trinidad,Trinidad,Beni,lowland,2023-01-01,,0
trinidad,Trinidad,Beni,lowland,2023-01-01,,0
trinidad,Trinidad,Beni,lowland,2023-01-01,,0
trinidad,Trinidad,Beni,lowland,2023-01-01,,0
trinidad,Trinidad,Beni,lowland,2023-01-01,,0
trinidad,Trinidad,Beni,lowland,2023-01-01,,0
trinidad,Trinidad,Beni,lowland,2023-01-01,,0
trinidad,Trinidad,Beni,lowland,2023-01-01,,0
trinidad,Trinidad,Beni,lowland,2023-01-01,,0
trinidad,Trinidad,Beni,lowland,2023-01-01,,0
trinidad,Trinidad,Beni,lowland,2023-01-01,,0
trinidad,Trinidad,Beni,lowland,2023-01-01,,0
trinidad,Trinidad,Beni,lowland,2023-01-01,,0
trinidad,Trinidad,Beni,lowland,2023-01-01,,0
yacuiba,Yacuiba,Tarija,lowland,2023-01-01,,0
yacuiba,Yacuiba,Tarija,lowland,2023-01-01,,0
yacuiba,Yacuiba,Tarija,lowland,2023-01-01,,0
yacuiba,Yacuiba,Tarija,lowland,2023-01-01,,0
yacuiba,Yacuiba,Tarija,lowland,2023-01-01,,0
yacuiba,Yacuiba,Tarija,lowland,2023-01-01,,0
yacuiba,Yacuiba,Tarija,lowland,2023-01-01,,0
yacuiba,Yacuiba,Tarija,lowland,2023-01-01,,0
yacuiba,Yacuiba,Tarija,lowland,2023-01-01,,0
yacuiba,Yacuiba,Tarija,lowland,2023-01-01,,0
yacuiba,Yacuiba,Tarija,lowland,2023-01-01,3.058626926067933e-05,85
yacuiba,Yacuiba,Tarija,lowland,2023-01-01,,0
yacuiba,Yacuiba,Tarija,lowland,2023-01-01,,0
yacuiba,Yacuiba,Tarija,lowland,2023-01-01,,0
cobija,Cobija,Pando,lowland,2023-01-02,,0
cobija,Cobija,Pando,lowland,2023-01-02,,0
cobija,Cobija,Pando,lowland,2023-01-02,,0
cobija,Cobija,Pando,lowland,2023-01-02,,0
cobija,Cobija,Pando,lowland,2023-01-02,,0
cobija,Cobija,Pando,lowland,2023-01-02,,0
cobija,Cobija,Pando,lowland,2023-01-02,,0
cobija,Cobija,Pando,lowland,2023-01-02,,0
cobija,Cobija,Pando,lowland,2023-01-02,,0
cobija,Cobija,Pando,lowland,2023-01-02,,0
cobija,Cobija,Pando,lowland,2023-01-02,,0
cobija,Cobija,Pando,lowland,2023-01-02,,0
cobija,Cobija,Pando,lowland,2023-01-02,,0
cobija,Cobija,Pando,lowland,2023-01-02,,0
cobija,Cobija,Pando,lowland,2023-01-02,,0
cochabamba,Cochabamba,Cochabamba,highland,2023-01-02,,0
