roi,name,dept,altitude,date,no2_mol_m2,n_valid_pixels
cobija,Cobija,Pando,lowland,2018-07-01,,0
cobija,Cobija,Pando,lowland,2018-07-01,,0
cobija,Cobija,Pando,lowland,2018-07-01,,0
cobija,Cobija,Pando,lowland,2018-07-01,,0
cobija,Cobija,Pando,lowland,2018-07-01,,0
cobija,Cobija,Pando,lowland,2018-07-01,,0
cobija,Cobija,Pando,lowland,2018-07-01,,0
cobija,Cobija,Pando,lowland,2018-07-01,,0
cobija,Cobija,Pando,lowland,2018-07-01,,0
cobija,Cobija,Pando,lowland,2018-07-01,,0
cobija,Cobija,Pando,lowland,2018-07-01,,0
cobija,Cobija,Pando,lowland,2018-07-01,,0
cobija,Cobija,Pando,lowland,2018-07-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2018-07-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2018-07-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2018-07-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2018-07-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2018-07-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2018-07-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2018-07-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2018-07-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2018-07-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2018-07-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2018-07-01,5.47256926728597e-05,619
cochabamba,Cochabamba,Cochabamba,highland,2018-07-01,,0
cochabamba,Cochabamba,Cochabamba,highland,2018-07-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2018-07-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2018-07-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2018-07-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2018-07-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2018-07-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2018-07-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2018-07-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2018-07-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2018-07-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2018-07-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2018-07-01,2.876885571383311e-05,1112
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2018-07-01,,0
la_paz_el_alto,La Paz–El Alto,La Paz,highland,2018-07-01,,0
montero,Montero,Santa Cruz,lowland,2018-07-01,,0
montero,Montero,Santa Cruz,lowland,2018-07-01,,0
montero,Montero,Santa Cruz,lowland,2018-07-01,,0
montero,Montero,Santa Cruz,lowland,2018-07-01,,0
montero,Montero,Santa Cruz,lowland,2018-07-01,,0
montero,Montero,Santa Cruz,lowland,2018-07-01,,0
montero,Montero,Santa Cruz,lowland,2018-07-01,,0
montero,Montero,Santa Cruz,lowland,2018-07-01,,0
montero,Montero,Santa Cruz,lowland,2018-07-01,,0
montero,Montero,Santa Cruz,lowland,2018-07-01,,0
montero,Montero,Santa Cruz,lowland,2018-07-01,,0
montero,Montero,Santa Cruz,lowland,2018-07-01,,0
montero,Montero,Santa Cruz,lowland,2018-07-01,,0
oruro,Oruro,Oruro,highland,2018-07-01,,0
oruro,Oruro,Oruro,highland,2018-07-01,,0
oruro,Oruro,Oruro,highland,2018-07-01,,0
oruro,Oruro,Oruro,highland,2018-07-01,,0
oruro,Oruro,Oruro,highland,2018-07-01,,0
oruro,Oruro,Oruro,highland,2018-07-01,,0
oruro,Oruro,Oruro,highland,2018-07-01,,0
oruro,Oruro,Oruro,highland,2018-07-01,,0
oruro,Oruro,Oruro,highland,2018-07-01,,0
oruro,Oruro,Oruro,highland,2018-07-01,,0
oruro,Oruro,Oruro,highland,2018-07-01,5.165606706703201e-06,153
oruro,Oruro,Oruro,highland,2018-07-01,,0
oruro,Oruro,Oruro,highland,2018-07-01,,0
potosi,Potosí,Potosí,highland,2018-07-01,,0
potosi,Potosí,Potosí,highland,2018-07-01,,0
potosi,Potosí,Potosí,highland,2018-07-01,,0
potosi,Potosí,Potosí,highland,2018-07-01,,0
potosi,Potosí,Potosí,highland,2018-07-01,,0
potosi,Potosí,Potosí,highland,2018-07-01,,0
potosi,Potosí,Potosí,highland,2018-07-01,,0
potosi,Potosí,Potosí,highland,2018-07-01,,0
potosi,Potosí,Potosí,highland,2018-07-01,,0
potosi,Potosí,Potosí,highland,2018-07-01,,0
potosi,Potosí,Potosí,highland,2018-07-01,8.797568235973919e-06,115
potosi,Potosí,Potosí,highland,2018-07-01,,0
potosi,Potosí,Potosí,highland,2018-07-01,,0
santa_cruz,Santa Cruz,Santa Cruz,lowland,2018-07-01,,0
santa_cruz,Santa Cruz,Santa Cruz,lowland,2018-07-01,,0
santa_cruz,Santa Cruz,Santa Cruz,lowland,2018-07-01,,0
santa_cruz,Santa Cruz,Santa Cruz,lowland,2018-07-01,,0
santa_cruz,Santa Cruz,Santa Cruz,lowland,2018-07-01,,0
santa_cruz,Santa Cruz,Santa Cruz,lowland,2018-07-01,,0
